battVoltage,battTemp,battLevel,battLevelDiff,binderTransaction,binderReply,binderAcquire,binderRelease,binderActiveNodes,binderTotalNodes,binderActiveRef,binderTotalRef,binderActiveDeath,binderTotalDeath,binderActiveTransaction,binderTotalTransaction,binderActiveTransactionComplete,binderTotalTransactionComplete,binderTotalNodesDiff,binderTotalRefDiff,binderTotalDeathDiff,binderTotalTransactionDiff,binderTotalTransactionCompleteDiff,cpuUsage,memActive,memInactive,memMapped,memFreePages,memAnonPages,memFilePages,memDirtyPages,memWritebackPages,networkTotalTXPackets,networkTotalTXBytes,networkTotalRXPackets,networkTotalRXBytes,networkTotalTXPacketsDiff,networkTotalTXBytesDiff,networkTotalRXPacketsDiff,networkTotalRXBytesDiff,permissions,class
4188,290,99,0,109793,75363,8877,6615,598,7045,927,8880,171,3226,3,185150,0,0,8,22,3,160,0,37.119675,202316,33176,68796,11971,36517,22441,17,1,4182,576331,4081,3950922,0,0,0,0,121,-1
4188,290,99,0,110171,75621,8912,6632,609,7067,947,8915,173,3230,3,185786,0,0,22,35,4,636,0,82.258064,207308,36160,70680,9147,37628,23304,526,0,4201,578828,4094,3955530,19,2497,13,4608,121,-1
4188,290,99,0,111062,76300,8943,6663,610,7092,948,8946,174,3235,3,187356,0,0,25,31,5,1570,0,72.279259,211072,36304,70756,8157,38561,23366,25,0,4220,580528,4111,3974546,19,1700,17,19016,121,-1
4185,290,99,0,111590,76636,8962,6680,611,7106,949,8965,174,3237,3,188220,0,0,14,19,2,864,0,62.396694,209916,37560,70760,7949,38279,23686,297,0,5058,648828,5288,5722757,838,68300,1177,1748211,121,-1
4185,290,99,0,111921,76854,8968,6685,612,7111,950,8971,173,3238,3,188769,0,0,5,6,1,549,0,53.164558,210372,42256,70768,6786,38367,24878,0,0,5850,708820,6789,7972609,792,59992,1501,2249852,121,-1
4185,290,99,0,112473,77266,8982,6701,608,7124,947,8985,175,3240,3,189733,0,0,13,14,2,964,0,49.798386,210636,42292,72848,6171,38429,24887,19,0,5850,708820,6789,7972609,0,0,0,0,121,-1
4185,290,99,0,112855,77531,8995,6712,610,7134,949,8998,175,3242,3,190380,0,0,10,13,2,647,0,46.666668,211012,42300,72920,6111,38524,24889,24,0,5862,710038,6800,7982196,12,1218,11,9587,121,-1
4185,290,99,0,113054,77680,9000,6719,610,7139,948,9003,174,3243,3,190728,0,0,5,5,1,348,0,37.649403,209276,42308,70780,7041,38088,24891,4,0,5863,710108,6801,7982248,1,70,1,52,121,-1
4185,290,99,0,113774,78182,9034,6744,617,7168,956,9037,176,3247,3,191950,0,0,29,34,4,1222,0,65.030678,211944,42376,71796,6124,38754,24911,9,0,5869,710860,6805,7982840,6,752,4,592,121,-1
4185,290,99,0,114033,78348,9040,6765,605,7174,942,9043,175,3247,3,192375,0,0,6,6,0,425,0,37.799999,209916,42392,70820,6874,38255,24915,6,0,5869,710860,6805,7982840,0,0,0,0,121,-1
4185,290,99,0,114416,78612,9062,6782,608,7194,946,9065,176,3249,3,193022,0,0,20,22,2,647,0,43.407707,209908,42424,70820,6859,38252,24923,9,0,5869,710860,6806,7982868,0,0,1,28,121,-1
4185,290,99,0,114973,78998,9093,6814,608,7223,946,9096,175,3250,3,193965,0,0,29,31,1,943,0,47.791164,210112,42464,70820,6829,38295,24933,11,0,5869,710860,6806,7982868,0,0,0,0,121,-1
4185,290,99,0,115396,79306,9117,6833,611,7245,950,9120,176,3252,3,194696,0,0,22,24,2,731,0,48.453609,210448,42544,73748,6019,38378,24953,10,0,5869,710860,6806,7982868,0,0,0,0,121,-1
4187,290,99,0,115714,79544,9129,6848,610,7255,948,9132,175,3252,3,195252,0,0,10,12,0,556,0,45.238094,212228,42624,70856,6259,38787,24975,9,0,5881,712397,6815,7986182,12,1537,9,3314,121,-1
4187,290,99,0,116116,79811,9145,6863,611,7270,949,9148,175,3253,3,195921,0,0,15,16,1,669,0,44.376278,212236,42632,70852,6214,38827,24977,13,0,5881,712397,6815,7986182,0,0,0,0,121,-1
4187,290,99,0,116370,79977,9155,6879,606,7279,943,9158,175,3254,3,196341,0,0,9,10,1,420,0,37.574554,212288,42632,70856,6229,38842,24978,2,0,5881,712397,6815,7986182,0,0,0,0,121,-1
4187,290,99,0,116695,80199,9180,6895,611,7301,951,9183,177,3256,3,196888,0,0,22,25,2,547,0,39.878544,212668,42632,73356,5524,38924,24985,8,0,5881,712397,6815,7986182,0,0,0,0,121,-1
4187,290,99,0,116836,80297,9186,6899,612,7306,953,9189,177,3256,3,197127,0,0,5,6,0,239,0,32.064129,212792,42640,73360,5494,38956,24987,7,0,5882,712467,6816,7986234,1,70,1,52,121,-1
4187,290,99,0,116956,80386,9189,6901,613,7309,954,9192,177,3257,3,197336,0,0,3,3,1,209,0,31.726908,212680,42640,73356,5494,38930,24986,3,0,5882,712467,6816,7986234,0,0,0,0,121,-1
4187,290,99,0,117270,80582,9205,6915,614,7324,956,9208,177,3257,3,197846,0,0,15,16,0,510,0,35.641548,212708,42640,73360,5479,38934,24987,1,0,5882,712467,6816,7986234,0,0,0,0,121,-1
4187,290,99,0,117539,80757,9224,6927,620,7342,963,9227,179,3260,5,198290,0,0,18,19,3,444,0,34.475807,212756,42708,73360,5854,38940,25012,1,0,5882,712467,6816,7986234,0,0,0,0,121,-1
4187,290,99,0,117826,80974,9232,6936,619,7349,962,9235,178,3260,3,198794,0,0,7,8,0,504,0,41.716568,212696,42716,79496,3949,38923,25013,1,0,5882,712467,6816,7986234,0,0,0,0,121,-1
4187,290,99,0,118309,81343,9244,6948,619,7361,962,9247,178,3260,3,199646,0,0,12,12,0,852,0,53.614456,212728,42724,79496,3919,38932,25015,1,0,5882,712467,6816,7986234,0,0,0,0,121,-1
4187,290,99,0,118592,81565,9252,6956,619,7369,962,9255,178,3260,3,200151,0,0,8,8,0,505,0,42.020203,212760,42724,79496,3919,38939,25015,1,0,5882,712467,6816,7986234,0,0,0,0,121,-1
4187,290,99,0,118845,81763,9260,6971,615,7377,955,9263,178,3260,3,200602,0,0,8,8,0,451,0,41.649899,212796,42724,79496,3904,38984,25015,1,0,5882,712467,6816,7986234,0,0,0,0,121,-1
4187,290,99,0,119135,81986,9263,6973,616,7380,956,9266,178,3261,3,201115,0,0,3,3,1,513,0,39.278557,212488,42724,83840,3964,38872,25014,1,0,5882,712467,6816,7986234,0,0,0,0,121,-1
4187,290,99,0,119488,82270,9275,6983,618,7392,958,9278,178,3262,3,201752,0,0,12,12,1,637,0,42.60355,212740,42724,79424,3949,38899,25015,1,0,5882,712467,6816,7986234,0,0,0,0,121,-1
4187,290,99,0,119891,82564,9279,6987,618,7396,958,9282,178,3262,3,202449,0,0,4,4,0,697,0,51.626015,212644,42724,79424,3949,38910,25015,1,0,5882,712467,6816,7986234,0,0,0,0,121,-1
4180,320,98,0,48150,35121,5666,3820,626,4489,1002,5667,180,2828,4,83271,0,0,48,84,11,778,0,49.335548,212580,50704,92252,784,39189,26817,13,0,581,74977,762,531502,25,3022,19,7299,121,-1
4180,320,98,0,48751,35555,5730,3836,641,4515,1051,5731,184,2837,4,84306,1,0,26,64,9,1035,0,95.549736,217376,49960,90456,616,42145,25053,0,0,584,75538,765,531682,3,561,3,180,156,-1
4180,320,98,0,49715,36331,5858,3912,642,4618,1050,5859,187,2863,3,86046,0,0,103,128,26,1740,0,65.327698,215592,49988,92888,1516,41754,24739,35,0,595,76626,822,549586,11,1088,57,17904,115,-1
4180,320,98,0,50336,36749,5908,3963,640,4667,1049,5909,189,2871,3,87085,0,0,49,50,8,1039,0,92.330383,203564,35840,89928,896,42072,17902,12,0,652,80122,879,620468,57,3496,57,70882,115,-1
4175,310,98,0,50626,36970,5926,4004,619,4685,1026,5927,189,2871,3,87596,0,0,18,18,0,511,0,100,203928,35852,94288,923,42125,17903,16,0,655,80521,883,622337,3,399,4,1869,115,-1
4175,310,98,0,50986,37239,5949,4026,620,4708,1027,5950,189,2871,3,88225,0,0,23,23,0,629,0,100,203144,36644,88644,1216,42022,18014,15,0,655,80521,883,622337,0,0,0,0,115,-1
4175,310,98,0,51265,37469,6006,4038,645,4750,1048,6007,188,2894,6,88734,1,0,42,57,23,509,0,100,202644,36028,88308,1460,41793,17972,10,0,674,82974,899,624653,19,2453,16,2316,148,-1
4175,310,98,0,51717,37810,6056,4100,632,4799,1036,6057,190,2910,3,89527,0,0,49,50,16,793,0,100,202760,36532,88428,1268,41866,18089,20,0,674,82974,899,624653,0,0,0,0,115,-1
4175,310,98,0,51989,38018,6074,4118,632,4817,1036,6075,190,2910,3,90007,0,0,18,18,0,480,0,100,203028,36540,88424,1193,41885,18090,13,0,674,82974,899,624653,0,0,0,0,115,-1
4175,310,98,0,52221,38191,6092,4136,632,4835,1036,6093,190,2910,3,90412,0,0,18,18,0,405,0,100,203072,36540,88428,1178,41896,18091,13,0,674,82974,899,624653,0,0,0,0,115,-1
4175,310,98,0,52374,38305,6102,4146,632,4845,1036,6103,190,2910,3,90679,0,0,10,10,0,267,0,100,202732,36540,88424,1253,41816,18090,4,0,674,82974,899,624653,0,0,0,0,115,-1
4175,310,98,0,52640,38505,6118,4162,632,4861,1036,6119,189,2910,3,91145,0,0,16,16,0,466,0,100,202836,36540,88424,1210,41841,18091,5,0,674,82974,899,624653,0,0,0,0,115,-1
4175,310,98,0,52913,38711,6139,4182,633,4882,1037,6140,190,2911,3,91624,0,0,21,21,1,479,0,100,202820,36544,88428,1208,41832,18092,6,0,674,82974,899,624653,0,0,0,0,115,-1
4175,310,98,0,53301,39005,6170,4211,635,4913,1039,6171,190,2911,4,92306,0,0,31,31,0,682,0,100,199584,35600,85980,2226,40689,18199,9,0,674,82974,899,624653,0,0,0,0,109,-1
4185,320,98,0,26214,20650,4804,3161,632,3857,1014,4805,185,2710,0,46864,0,0,22,45,12,345,0,41.275799,213620,48852,93204,954,38890,26768,1,0,361,44393,488,316636,17,2658,48,15877,114,-1
4185,320,98,0,26818,21084,4833,3192,629,3877,1015,4834,183,2719,0,47902,0,0,20,29,9,1038,0,65.865387,210684,51996,90828,774,39197,26543,5,0,369,46521,548,339991,8,2128,60,23355,114,-1
4185,320,98,0,27453,21535,4842,3197,631,3885,1017,4843,184,2721,0,48988,0,0,8,9,2,1086,0,57.438015,210324,52208,90868,924,39222,26495,14,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,27673,21672,4845,3202,631,3888,1016,4846,183,2722,0,49345,0,0,3,3,1,357,0,44.088177,210344,52208,90836,879,39225,26498,10,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,27969,21859,4845,3202,631,3888,1016,4846,182,2722,0,49828,0,0,0,0,0,483,0,46.076458,210064,52216,90860,924,39158,26498,9,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,28276,22042,4853,3207,634,3895,1019,4854,182,2724,0,50318,0,0,7,8,2,490,0,45.141701,209828,52216,90856,984,39108,26497,2,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,28409,22136,4861,3209,638,3902,1024,4862,183,2726,0,50545,0,0,7,8,2,227,0,45.161289,208780,52428,92016,909,39134,26251,4,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,28556,22199,4861,3209,638,3902,1024,4862,183,2726,0,50755,0,0,0,0,0,210,0,34.623219,208300,52428,92592,864,39028,26251,1,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,28677,22274,4861,3223,624,3902,1010,4862,183,2726,0,50951,0,0,0,0,0,196,0,33.532932,208444,52428,92592,834,39060,26251,4,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,28788,22326,4861,3223,624,3902,1010,4862,183,2726,0,51114,0,0,0,0,0,163,0,34.879032,207548,52428,92592,1044,38831,26251,2,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,28871,22376,4861,3223,624,3902,1010,4862,183,2726,0,51247,0,0,0,0,0,133,0,33.19838,207668,52428,92592,1044,38862,26251,1,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,29239,22596,4861,3226,623,3902,1008,4862,182,2726,0,51835,0,0,0,0,0,588,0,43.636364,207584,52428,90864,1464,38840,26251,2,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,29467,22739,4861,3226,623,3902,1008,4862,182,2726,0,52206,0,0,0,0,0,371,0,47.50499,207164,52428,90864,1554,38730,26251,2,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,29741,22911,4869,3228,627,3909,1013,4870,184,2728,0,52652,0,0,7,8,2,446,0,40.202019,206840,52428,90892,1644,38651,26251,1,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,30040,23099,4869,3263,599,3909,979,4870,182,2728,0,53139,0,0,0,0,0,487,0,48.282829,207200,52424,90872,1554,38738,26251,1,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,30607,23426,4879,3270,602,3918,982,4880,183,2730,0,54033,0,0,9,10,2,894,0,57.370518,207104,52424,90872,1569,38720,26251,1,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,30827,23562,4882,3272,603,3921,983,4883,183,2731,0,54389,0,0,3,3,1,356,0,46.586346,206768,52424,90876,1629,38637,26252,1,0,369,46521,548,339991,0,0,0,0,114,-1
4185,320,98,0,31078,23735,4882,3280,595,3921,975,4883,182,2731,0,54813,0,0,0,0,0,424,0,43.089432,206820,52424,90876,1614,38643,26252,1,0,369,46521,548,339991,0,0,0,0,114,-1
4186,320,98,0,31386,23935,4882,3280,595,3921,975,4883,182,2731,0,55321,0,0,0,0,0,508,0,53.75494,206628,52424,90876,1646,38634,26252,2,0,369,46521,548,339991,0,0,0,0,114,-1
4186,320,98,0,31663,24108,4882,3280,595,3921,975,4883,182,2731,0,55771,0,0,0,0,0,450,0,49.304176,206780,52424,90876,1616,38633,26252,2,0,369,46521,548,339991,0,0,0,0,114,-1
4186,320,98,0,32081,24388,4882,3280,595,3921,975,4883,182,2731,0,56469,0,0,0,0,0,698,0,60.569107,206800,52424,90876,1616,38639,26252,2,0,369,46521,548,339991,0,0,0,0,114,-1
4186,320,98,0,32209,24460,4882,3280,595,3921,975,4883,182,2731,0,56669,0,0,0,0,0,200,0,36.767677,206552,52424,90876,1646,38582,26252,1,0,369,46521,548,339991,0,0,0,0,114,-1
4186,320,98,0,32412,24597,4882,3280,595,3921,975,4883,182,2731,0,57009,0,0,0,0,0,340,0,47.983871,206784,52424,90876,1601,38633,26252,1,0,369,46521,548,339991,0,0,0,0,114,-1
4186,320,98,0,32837,24866,4894,3290,597,3932,977,4895,183,2733,0,57703,0,0,11,12,2,694,0,50.396824,206932,52424,90872,1541,38671,26251,1,0,369,46521,548,339991,0,0,0,0,114,-1
4186,320,98,0,32967,24959,4894,3290,597,3932,977,4895,182,2733,0,57926,0,0,0,0,0,223,0,38.729507,206840,52424,90872,1556,38650,26251,1,0,369,46521,548,339991,0,0,0,0,114,-1
4186,320,98,0,33188,25107,4894,3290,597,3932,977,4895,182,2733,0,58295,0,0,0,0,0,369,0,47.250507,206968,52424,90872,1526,38682,26251,2,0,369,46521,548,339991,0,0,0,0,114,-1
4186,320,98,0,33507,25309,4894,3290,597,3932,977,4895,182,2733,0,58816,0,0,0,0,0,521,0,46.616543,206720,52424,90872,1601,38635,26251,2,0,369,46521,548,339991,0,0,0,0,114,-1
4182,310,98,0,89773,65999,7253,5120,559,5746,935,7255,178,3027,5,155770,0,0,13,48,5,405,0,48.4375,205372,36872,89388,5119,39500,21205,28,0,814,101758,992,669432,4,280,0,0,117,-1
4182,310,98,0,90616,66628,7362,5179,572,5814,970,7364,183,3037,4,157242,0,0,68,109,10,1472,0,96.338676,207920,38292,90740,2317,39959,21659,0,0,818,102038,992,669432,4,280,0,0,117,-1
4182,310,98,0,91567,67406,7424,5246,575,5875,964,7426,183,3038,4,158971,0,0,61,62,1,1729,0,90.534981,206476,38324,90784,2688,39586,21668,15,0,824,103274,997,669978,6,1236,5,546,117,-1
4182,310,98,0,92310,67974,7474,5298,573,5925,962,7476,183,3038,4,160282,0,0,50,50,0,1311,0,88.531189,206472,38324,90668,3003,39615,21670,9,0,824,103274,997,669978,0,0,0,0,117,-1
4182,310,98,0,92918,68444,7520,5345,572,5971,961,7522,183,3038,5,161360,0,0,46,46,0,1078,0,89.743591,206408,38332,90784,3003,39600,21669,2,0,827,103484,997,669978,3,210,0,0,117,-1
4153,310,98,0,93666,69022,7567,5391,573,6018,962,7569,183,3038,4,162686,0,0,47,47,0,1326,0,88.484848,206208,38332,90672,3063,39564,21669,1,0,828,103554,997,669978,1,70,0,0,117,-1
4153,310,98,0,94360,69551,7625,5444,576,6074,966,7627,184,3040,4,163909,0,0,56,58,2,1223,0,90.114067,206260,38332,90676,3048,39561,21670,1,0,828,103554,997,669978,0,0,0,0,117,-1
4153,310,98,0,95142,70113,7677,5498,574,6124,964,7679,184,3042,4,165253,0,0,50,52,2,1344,0,89.914162,206104,38332,90672,3078,39533,21669,5,0,828,103554,997,669978,0,0,0,0,117,-1
4153,310,98,0,95957,70728,7731,5554,574,6177,963,7733,183,3043,4,166683,0,0,53,54,1,1430,0,90.503876,205908,38336,90796,3138,39474,21670,1,0,828,103554,997,669978,0,0,0,0,117,-1
4153,310,98,0,96627,71229,7777,5603,571,6222,960,7779,183,3044,4,167854,0,0,45,46,1,1171,0,90.368851,206000,38332,90792,3106,39497,21669,5,0,829,103624,997,669978,1,70,0,0,117,-1
4153,310,98,0,97424,71816,7831,5653,575,6274,964,7833,183,3046,4,169238,0,0,52,54,2,1384,0,89.411766,205852,38332,90792,3136,39461,21669,1,0,831,103764,997,669978,2,140,0,0,117,-1
4153,310,98,0,98274,72427,7885,5705,577,6326,966,7887,183,3048,4,170699,0,0,52,54,2,1461,0,89.378761,205952,38332,90792,3121,39486,21669,1,0,833,103880,998,670006,2,116,1,28,117,-1
4153,310,98,0,98976,72966,7939,5762,572,6379,962,7941,184,3049,4,171940,0,0,53,54,1,1241,0,89.549179,205992,38344,90800,3106,39495,21673,5,0,833,103880,998,670006,0,0,0,0,117,-1
4153,310,98,0,99673,73493,7984,5807,574,6424,963,7986,183,3050,4,173164,0,0,45,45,1,1224,0,87.401573,205976,38344,90676,3106,39491,21672,1,0,833,103880,998,670006,0,0,0,0,117,-1
4153,310,98,0,100454,74078,8032,5856,573,6471,962,8034,183,3051,4,174530,0,0,47,48,1,1366,0,88.259109,205832,38344,90680,3151,39455,21672,6,0,833,103880,998,670006,0,0,0,0,117,-1
4157,310,98,0,101172,74612,8090,5916,571,6528,960,8092,183,3054,4,175782,0,0,57,58,3,1252,0,89.880951,206096,39332,90888,2836,39555,21919,1,0,843,105663,1005,671057,10,1783,7,1051,117,-1
4157,310,98,0,101876,75138,8142,5965,574,6579,963,8144,183,3055,4,177012,0,0,51,52,1,1230,0,87.025948,205976,39332,90768,2866,39492,21919,1,0,843,105663,1005,671057,0,0,0,0,117,-1
4157,310,98,0,102587,75679,8192,6016,573,6628,962,8194,183,3056,4,178264,0,0,49,50,1,1252,0,88.235291,205584,39332,90772,2956,39392,21919,1,0,843,105663,1005,671057,0,0,0,0,117,-1
4157,310,98,0,103432,76306,8250,6077,570,6684,959,8252,183,3058,4,179736,0,0,56,58,2,1472,0,91.480728,205444,39332,90768,3001,39365,21920,1,0,843,105663,1005,671057,0,0,0,0,117,-1
4157,310,98,0,104259,76925,8310,6134,573,6743,962,8312,183,3059,4,181182,0,0,59,60,1,1446,0,89.494164,205256,39332,90768,3046,39312,21919,1,0,843,105663,1005,671057,0,0,0,0,117,-1
4157,310,98,0,105115,77540,8366,6195,568,6797,957,8368,183,3061,4,182653,0,0,54,56,2,1471,0,91.767067,205188,39332,90896,3061,39293,21920,1,0,843,105663,1005,671057,0,0,0,0,117,-1
4157,310,98,0,105871,78111,8414,6243,568,6845,957,8416,183,3061,4,183980,0,0,48,48,0,1327,0,90.38076,205060,39332,90772,3091,39262,21919,1,0,843,105663,1005,671057,0,0,0,0,117,-1
4157,310,98,0,106600,78666,8468,6294,571,6898,960,8470,183,3062,5,185264,0,0,53,54,1,1284,0,90.322578,205032,39332,90776,3091,39255,21920,6,0,843,105663,1005,671057,0,0,0,0,117,-1
4157,310,98,0,107420,79288,8524,6352,569,6953,958,8526,183,3063,4,186706,0,0,55,56,1,1442,0,91.417168,205064,39332,90776,3076,39263,21920,1,0,843,105663,1005,671057,0,0,0,0,117,-1
4157,310,98,0,108106,79823,8578,6406,569,7007,958,8580,183,3063,4,187927,0,0,54,54,0,1221,0,88.977959,204972,39332,90772,3091,39277,21919,1,4,843,105663,1005,671057,0,0,0,0,117,-1
4167,310,98,0,108833,80364,8630,6457,570,7058,959,8632,183,3064,4,189195,0,0,51,52,1,1268,0,87.800003,204920,39332,90776,3106,39227,21920,6,0,843,105663,1005,671057,0,0,0,0,117,-1
4167,310,98,0,109639,80951,8688,6512,572,7114,962,8690,184,3066,4,190588,0,0,56,58,2,1393,0,88.490562,204888,39332,90772,3091,39219,21919,1,0,843,105663,1005,671057,0,0,0,0,117,-1
4157,320,98,0,144859,115944,9802,6856,593,7624,956,9806,179,3929,9,260800,0,0,8,21,6,312,0,39.300411,203728,39320,83480,1624,39918,20941,21,12,3097,379248,7623,9746159,0,0,0,0,121,-1
4157,320,98,0,145752,116526,9839,6871,604,7647,978,9843,185,3935,9,262275,0,0,23,37,6,1475,0,73.757454,205508,40292,85444,1037,40999,20520,1,0,3111,380399,7627,9746758,14,1151,4,599,121,-1
4157,320,98,0,146450,116942,9868,6893,614,7671,987,9872,185,3940,9,263389,0,0,24,29,5,1114,0,65.094337,204436,40416,85532,2029,41116,20182,13,0,3119,381232,7633,9747386,8,833,6,628,121,-1
4157,320,98,0,147105,117390,9915,6961,591,7708,964,9919,186,3943,9,264492,0,0,37,47,3,1103,0,63.095238,206428,40496,89972,680,41757,20097,2,0,3119,381232,7633,9747386,0,0,0,0,121,-1
4157,320,98,0,147566,117683,9934,6982,589,7721,962,9938,186,3946,9,265246,0,0,13,19,3,754,0,99.357605,221588,38364,88216,1186,47576,17512,801,0,3175,385395,7649,9748989,56,4163,16,1603,121,-1
4157,320,98,0,148252,118115,9949,6990,595,7734,969,9953,188,3949,9,266364,0,0,13,15,3,1118,0,83.817429,224604,35456,83912,850,48008,17107,700,0,4318,438141,7653,9749175,1143,52746,4,186,121,-1
4155,320,98,0,148843,118499,9970,7018,588,7751,962,9974,191,3954,9,267339,0,0,17,21,5,975,0,80.42453,223040,37876,84516,962,47399,17969,0,0,4803,480854,7882,9760262,485,42713,229,11087,157,-1
4155,320,98,0,149355,118863,10027,7050,605,7793,989,10031,196,3970,9,268215,0,0,42,57,16,876,0,95.056183,220332,32180,87728,2565,47312,15993,0,0,4825,488507,7897,9765606,22,7653,15,5344,121,-1
4155,320,98,0,150258,119430,10047,7072,591,7809,964,10051,191,3972,9,269685,0,0,16,20,2,1470,0,99.13607,218604,32836,82880,3030,46709,16162,15,0,4825,488507,7898,9765634,0,0,1,28,121,-1
4155,320,98,0,151028,119922,10060,7074,598,7820,973,10064,192,3976,9,270947,0,0,11,13,4,1262,0,97.268906,218512,33708,87288,1680,46758,16380,2,0,4825,488507,7898,9765634,0,0,0,0,121,-1
4155,320,98,0,151498,120187,10072,7086,598,7830,973,10076,192,3978,9,271682,0,0,10,12,2,735,0,50.100605,218744,33708,87360,1635,46820,16380,2,0,4833,489067,7898,9765634,8,560,0,0,121,-1
4155,320,98,0,151928,120452,10074,7102,587,7831,960,10078,190,3978,9,272377,0,0,1,2,0,695,0,55.555557,218660,33852,87260,1635,46795,16416,1,0,4833,489067,7898,9765634,0,0,0,0,121,-1
4155,320,98,0,152541,120834,10099,7121,590,7850,965,10103,193,3981,9,273372,0,0,19,25,3,995,0,58.232933,218108,33856,87404,1759,46658,16417,1,0,4833,489067,7898,9765634,0,0,0,0,121,-1
4155,320,98,0,153197,121212,10120,7138,595,7867,970,10124,192,3984,9,274406,0,0,17,21,3,1034,0,55.976097,217980,33868,87368,1789,46627,16420,1,0,4834,489137,7898,9765634,1,70,0,0,121,-1
4155,320,98,0,153618,121467,10129,7159,586,7872,959,10133,190,3984,9,275082,0,0,5,9,0,676,0,54.059406,218020,33932,87272,1789,46645,16436,1,0,4834,489137,7898,9765634,0,0,0,0,121,-1
4155,320,98,0,154009,121716,10131,7159,587,7873,961,10135,190,3984,9,275722,0,0,1,2,0,640,0,58.606556,217940,33984,87280,1789,46651,16449,1,0,4834,489137,7898,9765634,0,0,0,0,121,-1
4177,330,97,-1,154233,121802,10131,7159,587,7873,961,10135,190,3984,9,276032,0,0,0,0,0,310,0,34.004025,217964,35048,87368,1519,46672,16715,2,0,4834,489137,7901,9766318,0,0,3,684,121,-1
4177,330,97,0,154422,121904,10133,7164,585,7874,958,10137,190,3984,9,276323,0,0,1,2,0,291,0,32.929295,218064,35048,87368,1474,46647,16715,1,0,4834,489137,7902,9766346,0,0,1,28,121,-1
4177,330,97,0,154735,122093,10136,7166,585,7876,959,10140,190,3984,9,276825,0,0,2,3,0,502,0,41.633465,218264,35128,87388,1399,46698,16735,1,0,4834,489137,7902,9766346,0,0,0,0,121,-1
4177,330,97,0,155219,122416,10144,7171,587,7881,961,10148,190,3985,9,277632,0,0,5,8,1,807,0,53.784859,218492,35128,87404,1354,46759,16735,1,0,4834,489137,7902,9766346,0,0,0,0,121,-1
4177,330,97,0,156100,122947,10177,7201,591,7907,965,10181,193,3990,9,279044,0,0,26,33,5,1412,0,70.672096,219368,35176,85544,1579,46964,16755,1,0,4840,489850,7906,9766786,6,713,4,440,121,-1
4177,330,97,0,156290,123082,10184,7208,590,7913,964,10188,192,3992,9,279369,0,0,6,7,2,325,0,50,221244,34048,88368,829,47432,16475,1,0,4840,489850,7906,9766786,0,0,0,0,121,-1
4177,330,97,0,156436,123207,10185,7210,589,7914,963,10189,191,3995,9,279640,0,0,1,1,3,271,0,39.359268,202864,33424,88480,5599,42840,16319,2,0,4840,489850,7906,9766786,0,0,0,0,121,-1
4177,330,97,0,156561,123318,10185,7222,579,7914,951,10189,191,3997,9,279876,0,0,0,0,2,236,0,35.258965,202848,33612,88492,5599,42776,16366,1,0,4840,489850,7906,9766786,0,0,0,0,121,-1
4177,330,97,0,156653,123400,10185,7222,579,7914,951,10189,191,3997,9,280050,0,0,0,0,0,174,0,33.333332,202628,33612,88492,5584,42779,16366,1,0,4840,489850,7906,9766786,0,0,0,0,121,-1
4177,330,97,0,156790,123513,10185,7222,579,7914,951,10189,191,3997,9,280300,0,0,0,0,0,250,0,35.211269,202088,33808,92864,5704,42655,16427,1,0,4840,489850,7906,9766786,0,0,0,0,121,-1
4170,330,98,1,157038,123700,10188,7224,580,7917,952,10192,192,3998,9,280735,0,0,3,3,1,435,0,38.336716,202168,34060,93052,5614,42662,16478,1,0,4840,489850,7906,9766786,0,0,0,0,121,-1
4170,330,98,0,157303,123921,10198,7232,582,7927,954,10202,190,3999,9,281221,0,0,10,10,1,486,0,38.200001,202280,34132,88976,5586,42691,16496,1,0,4840,489850,7906,9766786,0,0,0,0,121,-1
4170,330,98,0,157406,124015,10198,7232,582,7927,954,10202,189,3999,9,281418,0,0,0,0,0,197,0,29.959515,202424,34132,88976,5541,42736,16496,2,0,4840,489850,7906,9766786,0,0,0,0,121,-1
4165,340,98,0,202439,157759,14710,10042,680,11196,1099,14712,184,5140,13,360190,0,0,31,55,16,434,0,57.317074,214956,36832,88696,1629,44920,18201,8,0,7115,824768,10059,11422595,10,700,0,0,122,-1
4165,340,98,0,202946,158105,14764,10057,704,11230,1137,14765,191,5149,13,361043,0,0,34,53,9,853,0,68.32579,219124,34056,91016,1094,45959,17420,1,0,7144,827770,10075,11426551,29,3002,16,3956,122,-1
