,Option_type,Ask,Bid,Option_price,Stock_price,Strike_price,Volatility,Volume,Time_to_maturity,Implied_volatility
6045,0,0.35,0.2,0.25,70.55,80.0,0.372802809,31,0.08219178099999999,0.336920693
6046,0,0.15,0.0,0.15,70.55,85.0,0.372802809,16,0.08219178099999999,0.3740296970000001
6047,0,0.1,0.0,0.05,72.54,90.0,0.371038621,2,0.08493150699999999,0.431646309
6049,0,2.6,2.05,2.35,70.55,75.0,0.349037727,2,0.15890411,0.384039363
6050,0,1.7,1.3,2.0,72.54,80.0,0.354231303,5,0.161643836,0.422613196
6051,0,0.55,0.35,0.45,70.55,85.0,0.3512250670000001,4,0.15616438400000002,0.364752446
6057,0,4.1,3.6,3.9,70.55,75.0,0.311514946,21,0.331506849,0.362188995
6058,0,2.5,2.0,2.1,70.55,80.0,0.311514946,3,0.331506849,0.352057261
6059,0,1.5,1.15,1.38,70.55,85.0,0.311514946,7,0.331506849,0.34912760299999995
6060,0,1.3,0.75,1.25,72.1,90.0,0.302758399,20,0.345205479,0.392095923
6061,0,0.75,0.4,1.15,75.25,95.0,0.291474457,1,0.347945205,0.383306948
6066,0,6.9,6.0,7.3,72.1,75.0,0.284591445,1,0.594520548,0.405157316
6067,0,5.0,4.3,4.7,72.54,80.0,0.283965625,24,0.583561644,0.391729716
6068,0,2.9,2.3,2.62,70.55,85.0,0.286693105,1,0.5808219179999999,0.346686221
6069,0,2.5,1.85,3.99,78.26,90.0,0.271967433,1,0.6,0.375250388
6070,0,2.55,2.05,2.4,80.69,100.0,0.282262909,4,0.6082191779999999,0.465215309
6071,0,1.85,1.0,1.9,80.69,105.0,0.282262909,1,0.6082191779999999,0.454107021
6074,0,1.45,0.65,1.6,65.25,70.0,0.55127129,25,0.104109589,0.401617312
6077,0,2.85,1.75,2.1,64.89,70.0,0.44521041,19,0.191780822,0.433843552
6078,0,0.7,0.35,1.0,61.76,75.0,0.438532287,32,0.205479452,0.319831021
6082,0,4.5,3.7,4.1,65.64,70.0,0.390077511,2,0.408219178,0.3726869370000001
6084,0,2.0,1.55,1.61,104.48,105.0,0.159491622,1,0.093150685,0.179085358
6086,0,3.8,3.2,3.1,103.52,105.0,0.194097453,119,0.249315068,0.196541238
6087,0,0.95,0.65,2.2,100.16,110.0,0.180884309,2,0.28219178100000003,0.138070143
6088,0,0.4,0.15,0.8,100.16,115.0,0.180884309,3,0.28219178100000003,0.15284050300000002
6089,0,3.7,2.95,4.5,100.16,105.0,0.193087147,35,0.531506849,0.134713243
6090,0,3.5,2.75,3.11,104.48,110.0,0.190424966,11,0.493150685,0.194832271
6091,0,1.1,0.8,0.96,100.16,115.0,0.193087147,1,0.531506849,0.14820187699999998
6092,0,1.0,0.55,0.75,104.48,120.0,0.190424966,12,0.493150685,0.181160532
6095,0,0.9,0.65,0.8,16.65,17.0,0.5784242510000001,2,0.08493150699999999,0.537114004
6096,0,0.55,0.35,0.55,16.65,18.0,0.5784242510000001,75,0.08493150699999999,0.536137451
6097,0,0.3,0.15,0.2,16.65,19.0,0.5784242510000001,11,0.08493150699999999,0.522465713
6098,0,0.2,0.05,0.14,16.65,20.0,0.5784242510000001,3,0.08493150699999999,0.5566450589999999
6099,0,0.25,0.15,0.12,16.75,21.0,0.630263571,4,0.120547945,0.650394121
6100,0,0.1,0.0,0.05,16.1,22.0,0.547892754,10,0.095890411,0.539067109
6101,0,0.15,0.05,0.25,17.8,23.0,0.611087055,3,0.128767123,0.695315547
6103,0,1.05,0.75,0.95,16.65,18.0,0.612492997,5,0.161643836,0.528325029
6104,0,0.7,0.5,0.6,16.65,19.0,0.612492997,4,0.161643836,0.518559502
6105,0,0.45,0.3,0.4,16.65,20.0,0.612492997,2,0.161643836,0.503911211
6106,0,0.55,0.35,0.45,17.45,21.0,0.559076264,6,0.189041096,0.620120986
6107,0,0.25,0.1,0.15,16.65,22.0,0.612492997,8,0.161643836,0.519536055
6108,0,0.3,0.15,0.22,17.5,23.0,0.568201647,14,0.180821918,0.617191328
6109,0,0.2,0.1,0.16,17.05,24.0,0.534560687,15,0.2,0.609378906
6110,0,0.2,0.05,2.19,17.8,25.0,0.529101421,2,0.205479452,0.6328161720000001
6111,0,0.15,0.05,0.2,17.8,26.0,0.529101421,16,0.205479452,0.648441016
6112,0,0.15,0.0,0.35,17.8,27.0,0.529101421,2,0.205479452,0.652347227
6113,0,0.1,0.0,0.2,17.8,28.0,0.529101421,20,0.205479452,0.648441016
6114,0,0.1,0.0,1.91,17.8,29.0,0.529101421,1,0.205479452,0.679690703
6115,0,0.1,0.0,0.05,16.25,30.0,0.536901075,30,0.194520548,0.714846602
6116,0,0.1,0.0,0.1,17.8,31.0,0.529101421,2,0.205479452,0.746096289
6117,0,0.4,0.0,1.25,17.8,32.0,0.529101421,10,0.205479452,0.992187578
6118,0,0.1,0.0,2.25,17.8,33.0,0.529101421,12,0.205479452,0.8046894529999999
6119,0,0.05,0.0,0.55,17.8,35.0,0.529101421,4,0.205479452,0.781252188
6120,0,0.05,0.0,0.3,17.8,36.0,0.529101421,40,0.205479452,0.812501875
6121,0,0.05,0.0,4.6,17.8,40.0,0.529101421,2,0.205479452,0.8984385159999999
6125,0,2.05,1.75,1.8,17.45,18.0,0.492912499,8,0.35890411,0.631351343
6126,0,1.05,0.75,0.9,16.65,20.0,0.496108369,4,0.334246575,0.516606396
6127,0,1.05,0.8,0.75,16.8,21.0,0.48544839,7,0.3643835620000001,0.584965088
6128,0,0.7,0.4,0.57,16.65,22.0,0.496108369,5,0.334246575,0.519047778
6129,0,0.55,0.3,0.5,17.8,25.0,0.484981968,21,0.378082192,0.601566484
6130,0,0.45,0.2,0.4,17.8,26.0,0.484981968,51,0.378082192,0.591800957
6131,0,0.4,0.15,0.3,17.8,27.0,0.484981968,65,0.378082192,0.599613379
6132,0,0.15,0.0,0.1,17.8,35.0,0.484981968,1,0.378082192,0.6406285939999999
6136,0,1.95,1.5,1.6,16.65,18.0,0.485274497,118,0.410958904,0.528813306
6137,0,1.35,0.9,1.0,16.65,20.0,0.485274497,1,0.410958904,0.523442266
6138,0,1.1,0.6,0.7,16.4,21.0,0.4898761170000001,5,0.419178082,0.507817422
6139,0,0.75,0.5,0.95,16.1,22.0,0.48877278,2,0.421917808,0.528813306
6140,0,0.95,0.7,0.83,17.05,23.0,0.8106962059999999,1,0.449315068,0.595707168
6141,0,0.95,0.65,1.05,17.8,24.0,0.803660598,22,0.454794521,0.629886514
6142,0,0.7,0.4,0.6,17.5,25.0,0.8233310070000001,1,0.430136986,0.587894746
6143,0,0.7,0.4,0.7,17.8,26.0,0.803660598,18,0.454794521,0.622562368
6144,0,0.55,0.25,0.5,17.8,27.0,0.803660598,32,0.454794521,0.597660273
6145,0,0.6,0.15,2.19,17.8,29.0,0.803660598,1,0.454794521,0.643558252
6146,0,0.45,0.1,0.3,17.8,30.0,0.803660598,4,0.454794521,0.6220740920000001
6147,0,2.6,2.05,2.52,16.65,18.0,0.736708864,10,0.660273973,0.528569167
6148,0,1.25,0.8,1.07,16.65,23.0,0.736708864,10,0.660273973,0.514653291
6154,0,3.5,3.1,3.3,156.66,160.0,0.2686795,3790,0.08493150699999999,0.254646125
6155,0,1.8,1.55,1.65,156.66,165.0,0.2686795,45,0.08493150699999999,0.247444049
6156,0,0.95,0.65,0.75,156.66,170.0,0.2686795,25,0.08493150699999999,0.254279918
6157,0,0.5,0.25,0.3,156.66,175.0,0.2686795,2,0.08493150699999999,0.2634351
6158,0,0.3,0.05,0.1,156.66,180.0,0.2686795,6,0.08493150699999999,0.280280635
6160,0,7.4,6.5,6.84,156.66,160.0,0.235376923,17,0.161643836,0.33710379700000004
6161,0,3.9,3.2,3.5,156.66,170.0,0.235376923,7,0.161643836,0.333136552
6166,0,8.6,8.3,8.48,156.66,160.0,0.208025247,8,0.238356164,0.316352051
6167,0,6.5,5.9,6.5,156.66,165.0,0.208025247,13,0.238356164,0.311286184
6168,0,4.8,4.3,4.8,156.66,170.0,0.208025247,3,0.238356164,0.306891697
6169,0,3.5,3.1,3.5,156.66,175.0,0.208025247,2,0.238356164,0.304572384
6170,0,2.5,2.15,2.27,156.66,180.0,0.208025247,3,0.238356164,0.302497209
6171,0,1.85,1.5,1.5,156.66,185.0,0.208025247,5,0.238356164,0.305976179
6172,0,1.0,0.55,1.15,149.46,190.0,0.207159354,2,0.263013699,0.284797191
6178,0,14.2,12.9,13.5,151.78,155.0,0.366694201,3,0.504109589,0.30326014100000004
6179,0,10.3,9.5,10.5,149.46,160.0,0.369649603,3,0.515068493,0.265815447
6180,0,8.5,7.7,8.66,149.46,165.0,0.369649603,2,0.515068493,0.269324934
6181,0,6.9,6.2,6.0,149.46,170.0,0.369649603,5,0.515068493,0.270606659
6182,0,5.8,5.1,5.6,149.76,175.0,0.367271799,2,0.506849315,0.27786977
6183,0,5.1,4.4,3.8,152.26,180.0,0.357992575,15,0.531506849,0.290534438
6184,0,3.6,2.9,4.7,149.46,185.0,0.369649603,14,0.5123287670000001,0.275642009
6185,0,2.9,2.2,3.1,149.46,190.0,0.369649603,10,0.5123287670000001,0.278144426
6186,0,2.85,2.2,2.4,151.78,195.0,0.366694201,2,0.504109589,0.299384448
6187,0,1.8,1.35,1.96,154.33,200.0,0.360783435,1,0.526027397,0.279792358
6197,0,15.4,14.4,14.89,156.66,160.0,0.364317426,1,0.583561644,0.358343819
6198,0,13.1,12.2,12.5,156.66,165.0,0.364317426,11,0.583561644,0.350867087
6199,0,8.6,8.0,6.42,152.26,170.0,0.34472124,1,0.62739726,0.291388922
6200,0,8.1,6.9,7.25,151.78,175.0,0.356944607,15,0.6,0.312628944
6201,0,6.8,5.6,6.19,151.58,180.0,0.358659555,3,0.591780822,0.312201702
6202,0,5.7,4.6,4.47,151.23,185.0,0.358013872,11,0.594520548,0.312262737
6203,0,5.4,4.6,5.1,156.66,190.0,0.364317426,10,0.583561644,0.329169306
6204,0,4.5,3.7,4.18,156.66,195.0,0.364317426,15,0.583561644,0.327765511
6205,0,3.7,2.95,3.32,156.66,200.0,0.364317426,5,0.583561644,0.325385164
6206,0,1.55,1.05,2.15,149.46,210.0,0.356604244,6,0.6082191779999999,0.283454431
6207,0,1.25,0.85,0.99,151.58,220.0,0.358659555,11,0.589041096,0.299201344
6224,0,25.3,22.4,27.0,149.46,155.0,0.393037463,1,1.608219178,0.319739469
6225,0,25.5,22.7,24.3,151.58,160.0,0.37934892,5,1.589041096,0.348852947
6226,0,21.3,18.8,24.0,149.46,165.0,0.393037463,3,1.605479452,0.319220675
6227,0,20.7,17.4,17.3,152.26,170.0,0.3927257320000001,1,1.624657534,0.33409784600000003
6228,0,18.8,15.7,13.3,152.26,175.0,0.3927257320000001,1,1.624657534,0.33069517
6229,0,17.0,14.0,12.48,152.26,180.0,0.3927257320000001,17,1.624657534,0.326972062
6230,0,15.9,12.6,11.22,152.26,185.0,0.3927257320000001,10,1.624657534,0.330786721
6231,0,14.2,11.3,10.4,152.26,190.0,0.3927257320000001,25,1.624657534,0.325354647
6232,0,12.3,10.1,8.92,152.26,195.0,0.3927257320000001,4,1.624657534,0.31558912
6233,0,11.6,8.7,11.12,154.33,200.0,0.392498983,1,1.619178082,0.320777056
6234,0,9.8,7.1,10.0,156.05,210.0,0.391597959,2,1.61369863,0.322241885
6241,0,0.15,0.05,0.45,75.63,80.0,0.096454722,3,0.093150685,0.150399121
6246,0,1.2,1.0,1.05,75.42,80.0,0.111214838,125,0.35342465799999995,0.163094307
6250,0,2.25,1.95,2.23,75.63,80.0,0.115289628,2,0.589041096,0.174202594
6251,0,0.4,0.15,0.35,75.76,90.0,0.120304981,1,0.610958904,0.166512241
6252,0,0.15,0.0,0.05,16.13,17.5,0.233030176,2,0.095890411,0.289069609
6255,0,0.3,0.1,0.2,16.13,17.5,0.206752287,1,0.249315068,0.234870933
6257,0,0.5,0.3,0.45,16.39,17.5,0.201605803,1,0.504109589,0.214851602
6258,0,0.2,0.0,0.15,16.48,20.0,0.201436418,31,0.506849315,0.258308198
6269,0,0.59,0.56,0.55,81.45,81.5,0.07260219,45,0.016438356,0.16162947800000002
6270,0,0.37,0.34,0.35,81.45,82.0,0.07260219,17,0.016438356,0.158699819
6271,0,0.22,0.19,0.26,81.45,82.5,0.07260219,15,0.016438356,0.158211543
6272,0,0.13,0.11,0.14,81.45,83.0,0.07260219,48,0.016438356,0.16114120099999998
6273,0,0.1,0.06,0.1,81.45,83.5,0.07260219,20,0.016438356,0.179695703
6274,0,0.05,0.03,0.05,80.17,84.0,0.083239908,11,0.02739726,0.175789492
6275,0,0.04,0.01,0.04,80.7,84.5,0.053652912,25,0.019178082,0.191414336
6276,0,0.05,0.0,0.03,80.17,85.0,0.083239908,4,0.02739726,0.226570234
6277,0,0.03,0.0,0.03,80.17,85.5,0.083239908,2,0.02739726,0.226570234
6278,0,0.1,0.0,0.02,78.49,86.0,0.138947651,1,0.052054795,0.318366191
6287,0,0.98,0.9,0.85,81.45,81.5,0.078233263,29,0.035616438,0.170418452
6288,0,0.74,0.64,0.67,81.45,82.0,0.078233263,89,0.035616438,0.167488794
6289,0,0.53,0.47,0.45,81.45,82.5,0.078233263,25,0.035616438,0.16285016800000002
6290,0,0.37,0.31,0.33,81.45,83.0,0.078233263,12,0.035616438,0.15967637199999998
6291,0,0.26,0.21,0.25,81.45,83.5,0.078233263,10,0.032876712,0.16016464800000002
6292,0,0.14,0.08,0.11,81.45,84.5,0.078233263,4,0.035616438,0.16797707
6293,0,0.09,0.05,0.07,81.45,85.0,0.078233263,9,0.035616438,0.167000518
6294,0,0.06,0.03,0.05,81.45,85.5,0.078233263,19,0.032876712,0.16797707
6300,0,1.12,1.0,1.01,81.45,81.5,0.093238872,2,0.052054795,0.154305332
6301,0,0.85,0.76,0.77,81.45,82.0,0.093238872,51,0.054794521,0.14820187699999998
6302,0,0.65,0.56,0.5,80.7,82.5,0.094712815,10,0.057534247,0.146981187
6303,0,0.49,0.37,0.34,81.45,83.0,0.093238872,13,0.052054795,0.146248772
6304,0,0.33,0.26,0.34,80.7,83.5,0.094712815,15,0.057534247,0.140145317
6305,0,0.22,0.11,0.21,80.31,84.0,0.127359732,1,0.071232877,0.136727383
6306,0,0.21,0.0,0.16,81.45,84.5,0.093238872,31,0.052054795,0.15137567400000002
6314,0,1.29,1.11,1.1,81.45,81.5,0.087726071,9,0.071232877,0.151619812
6315,0,0.75,0.62,0.6,80.31,82.0,0.124380742,6,0.090410959,0.114999084
6316,0,0.83,0.6,0.59,80.7,82.5,0.082556062,2,0.07671232900000001,0.147469463
6317,0,0.59,0.5,0.58,81.45,83.0,0.087726071,25,0.071232877,0.13819221199999998
6318,0,0.53,0.34,0.41,81.45,83.5,0.087726071,325,0.071232877,0.148934292
6319,0,0.5,0.13,0.19,81.45,85.0,0.087726071,4,0.071232877,0.194588132
6327,0,1.2,1.08,1.14,81.45,82.5,0.116803111,714,0.093150685,0.170174314
6328,0,0.48,0.4,0.44,81.45,85.0,0.116803111,335,0.093150685,0.16993017600000002
6329,0,0.17,0.14,0.18,81.45,87.5,0.116803111,42,0.093150685,0.17334811
6330,0,0.11,0.04,0.03,80.31,90.0,0.118966891,1,0.112328767,0.202156416
6331,0,0.06,0.0,0.22,78.49,95.0,0.200107828,14,0.128767123,0.257819922
6332,0,0.05,0.0,0.05,78.49,100.0,0.200107828,100,0.128767123,0.318366191
6333,0,0.05,0.0,0.04,78.49,105.0,0.200107828,1,0.128767123,0.380865566
6340,0,1.99,1.85,1.9,81.45,81.5,0.11635,13,0.112328767,0.187263987
6341,0,1.77,1.63,1.62,81.45,82.0,0.11635,6,0.112328767,0.188362609
6342,0,1.52,1.42,1.45,81.45,82.5,0.11635,5,0.112328767,0.184822605
6343,0,1.36,1.22,1.21,81.45,83.0,0.11635,12,0.112328767,0.187996401
6344,0,1.01,0.87,0.9,81.45,84.0,0.11635,5,0.109589041,0.186287434
6345,0,0.74,0.66,0.63,81.45,85.0,0.11635,4,0.112328767,0.185799158
6346,0,0.66,0.52,0.38,81.45,85.5,0.11635,1,0.109589041,0.189705369
6347,0,0.56,0.44,0.43,80.84,86.0,0.115638923,1,0.117808219,0.18946123
6348,0,0.38,0.28,0.33,81.45,87.0,0.11635,12,0.109589041,0.186531572
6354,0,2.93,2.84,2.83,81.45,82.5,0.154287318,174,0.342465753,0.17993984100000002
6355,0,1.91,1.83,1.78,81.45,85.0,0.154287318,135,0.342465753,0.175423285
6356,0,1.21,1.15,1.15,81.45,87.5,0.154287318,70,0.342465753,0.174080525
6357,0,0.78,0.67,0.7,81.45,90.0,0.154287318,386,0.342465753,0.176766045
6358,0,0.34,0.25,0.21,80.7,95.0,0.152996046,4,0.345205479,0.18677571
6359,0,0.13,0.1,0.12,81.45,100.0,0.154287318,6,0.342465753,0.191414336
6360,0,0.11,0.03,0.08,81.45,105.0,0.154287318,1775,0.342465753,0.221199194
6369,0,4.3,4.1,4.11,81.45,82.5,0.147328516,33,0.591780822,0.19159744
6370,0,3.15,3.05,3.0,81.45,85.0,0.147328516,66,0.591780822,0.185066743
6371,0,2.32,2.21,2.13,81.45,87.5,0.147328516,3,0.591780822,0.183601914
6372,0,1.67,1.57,1.38,80.7,90.0,0.150444617,13,0.594520548,0.182259154
6373,0,0.85,0.79,0.76,81.45,95.0,0.147328516,81,0.591780822,0.18274743
6374,0,0.48,0.41,0.43,81.45,100.0,0.147328516,61,0.591780822,0.190437783
6375,0,0.32,0.28,0.28,81.45,105.0,0.147328516,7122,0.591780822,0.204109521
6376,0,0.18,0.14,0.18,81.45,110.0,0.147328516,3,0.591780822,0.208992285
6377,0,0.11,0.0,0.07,80.17,115.0,0.157259164,144,0.602739726,0.216316431
6383,0,6.15,5.9,5.91,81.45,82.5,0.193128618,6,0.994520548,0.204780901
6384,0,5.0,4.75,4.7,81.45,85.0,0.193128618,2,0.994520548,0.200630552
6385,0,4.0,3.8,3.75,81.45,87.5,0.193128618,2,0.994520548,0.196602272
6386,0,2.88,2.7,2.6,79.95,90.0,0.197896702,7,1.016438356,0.183723983
6387,0,1.76,1.65,1.59,79.81,95.0,0.197628966,1,1.019178082,0.182259154
6388,0,1.38,1.13,0.96,81.45,100.0,0.193128618,2,0.991780822,0.198555378
6389,0,0.34,0.2,0.3,78.49,110.0,0.197520931,10,1.030136986,0.181282601
6400,0,8.95,8.35,7.91,78.97,80.0,0.217833506,1,1.619178082,0.202705727
6401,0,8.3,7.8,8.07,81.45,82.5,0.218871113,3,1.589041096,0.214546429
6402,0,6.7,6.3,6.15,79.81,85.0,0.217987978,25,1.61369863,0.200233828
6403,0,4.8,4.4,6.04,78.49,87.5,0.222257174,1,1.624657534,0.175545354
6404,0,5.0,4.85,4.5,80.84,90.0,0.218746225,100,1.5945205480000002,0.200447449
6405,0,3.8,3.35,3.5,80.7,95.0,0.218716203,3,1.5917808219999998,0.203865383
6406,0,2.72,2.16,2.5,80.02,100.0,0.230302793,1,1.745205479,0.202034347
6407,0,1.73,1.31,1.4,79.81,105.0,0.217987978,1,1.61369863,0.193672614
6408,0,1.48,0.92,1.2,80.84,110.0,0.218746225,100,1.5945205480000002,0.205452281
6409,0,0.87,0.42,1.25,78.49,115.0,0.222257174,3,1.624657534,0.195564685
6410,0,0.64,0.26,0.33,78.49,120.0,0.222257174,10,1.624657534,0.198250205
6416,0,7.0,6.4,6.6,176.11,180.0,0.236353238,1,0.08219178099999999,0.425786992
6417,0,5.3,4.1,4.72,176.11,185.0,0.236353238,10,0.08219178099999999,0.431890447
6418,0,3.3,3.1,3.22,176.11,190.0,0.236353238,10,0.08219178099999999,0.399786276
6419,0,2.7,2.3,2.5,178.32,195.0,0.230544301,3,0.08493150699999999,0.428350443
6420,0,1.9,1.2,1.53,176.49,200.0,0.232343611,7,0.093150685,0.429937341
6421,0,0.7,0.35,0.75,176.11,210.0,0.236353238,16,0.08219178099999999,0.407964905
6422,0,0.4,0.15,0.25,176.49,220.0,0.232343611,5,0.093150685,0.43555252
6423,0,0.15,0.0,0.2,178.76,230.0,0.35688073200000003,1,0.095890411,0.430181479
6429,0,8.3,7.8,9.3,176.11,180.0,0.308473011,2,0.15890411,0.35486485
6430,0,3.8,3.3,12.53,167.75,185.0,0.44422872,1,0.205479452,0.256110955
6431,0,7.6,7.2,7.4,183.06,190.0,0.29615282800000003,50,0.180821918,0.457769094
6432,0,3.7,3.3,3.4,177.18,195.0,0.466123321,1,0.189041096,0.355597264
6433,0,2.4,1.8,2.21,176.11,200.0,0.308473011,3,0.15890411,0.33838552200000005
6434,0,1.3,1.05,1.17,178.32,210.0,0.306885836,1,0.161643836,0.345343461
6435,0,0.65,0.45,0.3,172.13,220.0,0.459562617,1,0.197260274,0.347662773
6436,0,0.2,0.0,0.36,167.75,230.0,0.44422872,2,0.205479452,0.32520206100000004
6437,0,0.15,0.0,0.1,167.75,240.0,0.44422872,1,0.205479452,0.353033813
6438,0,0.15,0.0,2.0,167.75,250.0,0.44422872,10,0.205479452,0.391607646
6439,0,0.55,0.0,0.5,167.75,260.0,0.44422872,1,0.205479452,0.52148916
6440,0,0.1,0.0,0.75,167.75,270.0,0.44422872,1,0.205479452,0.440435283
6441,0,0.1,0.0,2.7,167.75,280.0,0.44422872,1,0.205479452,0.471684971
6442,0,0.65,0.0,1.25,167.75,290.0,0.44422872,10,0.205479452,0.585453364
6443,0,0.1,0.0,0.85,167.75,300.0,0.44422872,10,0.205479452,0.531254688
6446,0,14.3,13.3,13.0,167.75,170.0,0.422987151,1,0.454794521,0.248176464
6449,0,11.5,11.2,11.6,176.11,185.0,0.355118433,2,0.408219178,0.33722586600000004
6450,0,13.5,12.6,12.0,183.06,190.0,0.428684555,1,0.430136986,0.421575609
6451,0,5.5,4.8,4.0,167.75,195.0,0.422987151,3,0.454794521,0.269965797
6452,0,7.1,6.4,3.8,168.16,200.0,0.419699862,1,0.449315068,0.340887939
6453,0,6.7,5.5,6.2,183.06,210.0,0.428684555,1,0.430136986,0.387487815
6454,0,3.2,2.35,4.1,179.25,220.0,0.35503272,2,0.42739726,0.332404137
6455,0,2.9,2.1,2.4,183.06,230.0,0.428684555,2,0.430136986,0.362555203
6456,0,0.7,0.5,0.9,167.75,240.0,0.422987151,2,0.454794521,0.285407537
6457,0,0.5,0.25,0.8,167.75,250.0,0.422987151,219,0.454794521,0.29566134
6459,0,2.25,1.4,2.25,83.77,85.0,0.204402152,128,0.104109589,0.421148367
6462,0,3.1,2.2,1.7,82.88,85.0,0.203455594,10,0.205479452,0.378302115
6463,0,1.3,0.8,0.75,82.88,90.0,0.203455594,16,0.205479452,0.332159999
6464,0,0.55,0.15,2.9,82.88,95.0,0.203455594,10,0.205479452,0.321539988
6465,0,5.2,4.1,2.5,82.88,85.0,0.217900644,1,0.454794521,0.34345139
6466,0,3.2,2.25,1.7,82.88,90.0,0.217900644,10,0.454794521,0.319831021
6467,0,0.9,0.35,1.6,82.88,100.0,0.217900644,10,0.454794521,0.281257188
6468,0,0.5,0.0,0.25,25.55,30.0,0.305762892,1,0.08493150699999999,0.51074708
6470,0,1.2,0.25,0.5,25.95,30.0,0.410435988,10,0.249315068,0.559574717
6471,0,2.15,0.45,1.05,25.25,30.0,0.38285891,24,0.482191781,0.536381589
6476,0,0.8,0.7,0.75,48.17,50.0,0.284311122,318,0.08493150699999999,0.26660889600000004
6477,0,0.3,0.15,0.2,48.17,52.5,0.284311122,67,0.08493150699999999,0.273444766
6478,0,0.1,0.0,0.05,48.17,55.0,0.284311122,3,0.08493150699999999,0.280280635
6479,0,0.1,0.0,0.08,48.17,57.5,0.284311122,5,0.08493150699999999,0.351568984
6480,0,0.1,0.0,0.09,49.96,60.0,0.273735525,20,0.128767123,0.416998018
6481,0,0.05,0.0,0.08,49.96,62.5,0.273735525,2,0.128767123,0.425786992
6482,0,0.05,0.0,1.55,49.96,65.0,0.273735525,5,0.128767123,0.480473945
6483,0,0.05,0.0,0.01,49.96,70.0,0.273735525,25,0.128767123,0.527348477
6484,0,0.05,0.0,0.3,49.96,75.0,0.273735525,20,0.128767123,0.609378906
6489,0,2.65,2.4,2.46,48.17,50.0,0.277724262,1,0.334246575,0.30737997300000003
6490,0,1.75,1.5,1.7,48.17,52.5,0.277724262,107,0.334246575,0.300544104
6491,0,1.15,0.95,1.05,47.89,55.0,0.274057695,15,0.342465753,0.299933759
6492,0,0.7,0.5,0.55,48.17,57.5,0.277724262,2,0.334246575,0.29468478800000003
6493,0,0.8,0.65,0.6,50.49,60.0,0.282511229,1,0.361643836,0.35352209
6494,0,0.3,0.15,0.15,49.96,65.0,0.268531189,1,0.378082192,0.33789724600000004
6495,0,0.15,0.0,0.12,49.96,70.0,0.268531189,4,0.378082192,0.349615879
6496,0,0.1,0.0,0.18,49.96,75.0,0.268531189,2,0.378082192,0.37500625
6503,0,2.1,1.85,1.94,47.89,55.0,0.279196278,5,0.591780822,0.302741348
6504,0,2.3,2.0,1.6,49.64,57.5,0.284810572,8,0.621917808,0.362188995
6505,0,1.65,1.4,1.55,50.49,60.0,0.290202775,20,0.610958904,0.348639326
6506,0,0.8,0.55,0.85,48.75,62.5,0.284258709,12,0.594520548,0.299323413
6507,0,0.55,0.35,0.68,48.75,65.0,0.284258709,1,0.594520548,0.296149617
6508,0,0.25,0.1,0.2,48.17,70.0,0.281473961,13,0.583561644,0.291022715
6509,0,0.3,0.05,0.2,49.96,75.0,0.282099246,1,0.62739726,0.343756563
6510,0,0.15,0.0,0.1,50.43,80.0,0.291429263,1,0.602739726,0.33789724600000004
6514,0,6.9,6.0,5.95,49.96,52.5,0.309746333,3,1.624657534,0.35517002299999995
6515,0,4.3,3.6,4.2,49.96,60.0,0.309746333,195,1.624657534,0.33539483
6516,0,3.7,3.0,2.78,49.96,62.5,0.309746333,3,1.624657534,0.332892413
6517,0,2.95,1.6,2.03,50.49,70.0,0.310586401,3,1.608219178,0.35846588799999995
6518,0,0.05,0.0,0.03,0.49,1.0,0.8266392770000001,50,0.62739726,0.7500025
6520,0,0.04,0.0,0.06,12.66,13.0,0.027001168,20,0.093150685,0.115243223
6521,0,0.05,0.0,0.03,12.67,14.0,0.032724664,5,0.128767123,0.277350977
6523,0,0.53,0.03,0.05,12.62,13.0,0.034119471,50,0.26849315100000004,0.286139951
6528,0,0.04,0.0,0.04,12.67,13.0,0.035236903,90,0.367123288,0.05860316400000001
6533,0,0.08,0.0,0.07,12.63,13.0,0.037485443,10,0.597260274,0.05860316400000001
6534,0,4.9,0.0,0.01,12.67,15.0,0.289120695,10,0.62739726,0.85351709
6537,0,0.66,0.0,0.02,12.63,15.0,0.356722914,5,1.5917808219999998,0.229499893
6541,0,0.35,0.15,0.2,71.47,75.0,0.176796399,1,0.093150685,0.170418452
6542,0,0.05,0.0,0.05,72.03,80.0,0.130469053,1,0.115068493,0.197273652
6543,0,0.05,0.0,0.02,71.47,85.0,0.176796399,500,0.090410959,0.28223374
6550,0,1.8,1.55,1.8,71.47,72.5,0.140937858,141,0.246575342,0.160652925
6551,0,0.95,0.7,0.8,71.47,75.0,0.140937858,2,0.246575342,0.159188096
6552,0,0.55,0.15,0.9,73.28,77.5,0.123643747,2,0.271232877,0.16931983
6553,0,0.3,0.0,0.7,73.28,80.0,0.123643747,14,0.271232877,0.175789492
6554,0,0.15,0.0,0.1,69.85,82.5,0.140858286,1,0.254794521,0.179207427
6555,0,0.0,0.0,5.22,62.3,125.0,0.185139795,1,0.583561644,0.2500075
6556,0,3.2,1.05,2.0,62.92,135.0,0.182701671,1,0.594520548,0.988525505
6557,0,1.7,0.8,1.09,62.3,140.0,0.185824891,6,0.602739726,0.901124036
6558,0,1.35,0.35,0.83,62.62,145.0,0.18320877,1,0.589041096,0.8613295120000001
